amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
547.25,UPI,INDUSIND,BILLDESK,DEBITED,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,INITIATED,NOT_INITIATED,1280,57184,169866,16,0,0.1401,0.0488,1,0,BANK_DEBIT_GATEWAY_FAILURE
4386.56,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,556,640,36910,14,1,-0.0861,0.0563,1,1,DUPLICATE_PAYMENT
3639.68,WALLET,HDFC,BILLDESK,REVERSED,PENDING,FAILED,FAILED,CANCELLED,UNFULFILLED,DELIVERED,504,1,DISCREPANCY,FAILED,NOT_INITIATED,100192,53415,196027,15,2,0.2999,0.0285,1,0,UNRESOLVED
1028.31,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,337,631,244857,19,0,-0.0652,0.0572,1,0,NORMAL
3643.05,WALLET,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,502,4,PENDING,NONE,NONE,495,669,144233,0,0,-0.241,0.0573,1,0,MISSING_WEBHOOK
27938.49,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,194,489,177501,15,0,1.2351,0.065,1,0,NORMAL
1428.85,NET_BANKING,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,278,371,152219,23,0,1.9768,0.0394,1,0,NORMAL
1114.39,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,380,525,104457,11,0,-0.4135,0.0556,1,0,NORMAL
454.39,WALLET,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,RETRYING,200,3,PENDING,NONE,NONE,80232,83031,79075,16,0,-0.0534,0.0441,1,0,DELAYED_CONFIRMATION
6100.85,CREDIT_CARD,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,744,861,176446,17,0,0.271,0.0559,1,0,NORMAL
1136.26,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,5,ON_HOLD,NONE,NONE,314,394,52303,14,0,-0.402,0.0556,1,0,MISSING_WEBHOOK
570.95,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,300,555,49807,6,4,0.1895,0.0429,1,1,DUPLICATE_PAYMENT
715.34,UPI,ICICI,BILLDESK,DEBITED,FAILED,FAILED,FAILED,EXPIRED,CANCELLED,NONE,0,1,ON_HOLD,NONE,NOT_INITIATED,1147,53879,189647,21,0,0.7032,0.0314,1,0,BANK_DEBIT_GATEWAY_FAILURE
3244.76,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,399,496,140890,22,0,-0.324,0.0672,1,0,NORMAL
10073.93,NET_BANKING,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,376,490,209501,5,0,-0.1941,0.0716,1,0,NORMAL
2638.51,UPI,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,300,588,176756,10,0,0.3887,0.0539,1,0,NORMAL
2889.67,CREDIT_CARD,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,243164,244576,83758,14,0,0.5209,0.048,1,0,ORDER_PAYMENT_CONFLICT
10001.72,UPI,YES_BANK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,733,915,201547,4,0,1.0837,0.0691,1,0,NORMAL
435.99,WALLET,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,TIMED_OUT,504,2,ON_HOLD,NONE,NONE,342,487,245217,5,0,-0.3945,0.0363,1,0,MISSING_WEBHOOK
1941.36,CREDIT_CARD,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,426,724,180424,6,0,-0.4453,0.035,1,0,NORMAL
30215.33,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,502,3,PENDING,NONE,NONE,438,612,257719,4,0,1.4172,0.069,1,0,MISSING_WEBHOOK
418.5,CREDIT_CARD,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,TIMED_OUT,0,5,ON_HOLD,NONE,NONE,187,354,62831,21,0,-0.0036,0.0413,1,0,MISSING_WEBHOOK
3583.28,CREDIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,638,782,106395,5,0,-0.2535,0.0564,1,0,NORMAL
430.54,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,311,425,119162,1,0,-0.103,0.0441,1,0,NORMAL
1080.71,WALLET,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,FAILED,0,5,PENDING,NONE,NONE,378,619,161423,12,0,-0.4312,0.0492,1,0,MISSING_WEBHOOK
387.82,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,216,463,256600,11,0,-0.3802,0.0321,1,0,SETTLEMENT_MISMATCH
459.85,CREDIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,459,645,107367,0,0,-0.2925,0.0387,1,0,NORMAL
1171.57,UPI,INDUSIND,CASHFREE,REVERSED,SUCCESS,AUTHORIZED,FAILED,PENDING_PAYMENT,DELIVERED,RETRYING,200,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,39190,75252,112571,21,0,-0.7559,0.0505,1,0,UNRESOLVED
5774.38,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,457,645,89609,23,0,-0.538,0.0649,1,0,NORMAL
2670.27,UPI,KOTAK,STRIPE,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,903,65779,87264,12,0,-0.0463,0.0147,1,0,BANK_DEBIT_GATEWAY_FAILURE
2340.72,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,320,568,130653,16,0,0.232,0.0473,1,0,NORMAL
11367.35,CREDIT_CARD,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,232,404,150410,19,3,-0.0906,0.0707,1,1,DUPLICATE_PAYMENT
321.29,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,544,765,59835,15,0,-0.235,0.0494,1,0,NORMAL
310.18,UPI,INDUSIND,CASHFREE,REVERSED,FAILED,TIMEOUT,CAPTURED,FAILED,DELIVERED,DROPPED,504,1,DISCREPANCY,PENDING,NOT_INITIATED,102380,82899,24607,15,3,-0.718,0.0448,1,0,UNRESOLVED
24679.94,DEBIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,674,674,167685,3,0,0.9744,0.0626,1,0,NORMAL
24059.13,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,557,698,28594,23,0,0.9247,0.0792,1,0,NORMAL
215.16,DEBIT_CARD,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,498,625,109191,11,0,-0.4591,0.0408,1,0,SETTLEMENT_MISMATCH
966.9,UPI,AXIS,RAZORPAY,SUCCESS,FAILED,AUTHORIZED,AUTO_REFUNDED,PAID,UNFULFILLED,FAILED,500,1,DISCREPANCY,NONE,NOT_INITIATED,92075,105617,56365,13,1,-0.121,0.0448,1,0,UNRESOLVED
1963.4,DEBIT_CARD,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,306,583,12219,13,0,-0.2988,0.0191,1,0,NORMAL
1669.44,UPI,PNB,PAYU,SUCCESS,TIMED_OUT,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,500,1,ON_HOLD,INITIATED,NOT_INITIATED,1132,70922,119081,3,0,-0.1213,0.0454,1,0,BANK_DEBIT_GATEWAY_FAILURE
17405.27,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,194,421,225426,9,0,0.3924,0.0731,1,0,NORMAL
2017.44,CREDIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,534,649,108539,14,0,2.1038,0.0249,1,0,NORMAL
2472.99,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,300999,302061,22309,5,0,-0.1168,0.0294,1,0,ORDER_PAYMENT_CONFLICT
3060.81,CREDIT_CARD,YES_BANK,STRIPE,DEBITED,PENDING,NONE,AUTO_REFUNDED,PAID,CANCELLED,FAILED,504,1,ON_HOLD,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,36912,113176,77405,23,0,-0.1255,0.0463,1,0,UNRESOLVED
852.19,DEBIT_CARD,HDFC,RAZORPAY,SUCCESS,FAILED,TIMEOUT,FAILED,EXPIRED,CANCELLED,FAILED,0,1,ON_HOLD,NONE,NOT_INITIATED,717,81986,82890,4,0,0.7754,0.0423,1,0,BANK_DEBIT_GATEWAY_FAILURE
1040.03,UPI,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,247,393,238959,9,0,0.6,0.035,1,0,NORMAL
818.52,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,196,398,240504,7,2,0.2593,0.0327,1,1,DUPLICATE_PAYMENT
3732.2,CREDIT_CARD,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,REJECTED_BY_BANK,215,497,49553,1,0,0.0663,0.0458,1,0,REFUND_UNCERTAINTY
2354.72,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,404,2,ON_HOLD,NONE,NONE,227,337,212398,12,0,-0.5094,0.0522,1,0,MISSING_WEBHOOK
1378.79,UPI,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,460,560,257665,19,0,1.8725,0.0414,1,0,NORMAL
185.95,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,714,926,31400,7,0,-0.6813,0.0221,1,0,SETTLEMENT_MISMATCH
258.3,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,245,336,80151,0,0,-0.385,0.0462,1,0,NORMAL
740.1,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,623,897,159779,16,0,0.5419,0.038,1,0,NORMAL
5895.9,WALLET,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,413,546,195618,15,0,0.6845,0.0359,1,0,NORMAL
848.69,CREDIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,303969,304876,254584,10,0,-0.2285,0.0571,1,0,ORDER_PAYMENT_CONFLICT
978.45,DEBIT_CARD,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,356,577,117266,9,0,0.359,0.0271,1,0,NORMAL
17976.99,EMI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,DROPPED,404,3,ON_HOLD,NONE,NONE,617,884,211480,20,0,0.4382,0.0679,1,0,MISSING_WEBHOOK
1306.19,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,606,840,70656,10,0,1.0095,0.0394,1,0,NORMAL
295.39,CREDIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,399,676,59365,17,4,-0.7315,0.0566,1,1,DUPLICATE_PAYMENT
1279.03,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,504,2,ON_HOLD,NONE,NONE,495,753,200328,18,0,0.1628,0.0567,1,0,MISSING_WEBHOOK
1435.71,CREDIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,NOT_INITIATED,495,739,183706,0,0,0.994,0.024,1,0,REFUND_UNCERTAINTY
1075.2,UPI,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,313,611,229785,0,0,-0.4341,0.0568,1,0,NORMAL
401.36,EMI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,76954,78049,52619,8,0,-0.0444,0.0345,1,0,DELAYED_CONFIRMATION
1997.99,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,259,548,255879,23,0,-0.2864,0.018,1,0,NORMAL
29680.57,DEBIT_CARD,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,677,903,100442,8,0,1.3744,0.0756,1,0,NORMAL
2268.22,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,233,480,209423,10,0,0.2282,0.0488,1,0,SETTLEMENT_MISMATCH
3841.1,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,659,833,7542,17,2,0.3718,0.0101,1,1,DUPLICATE_PAYMENT
765.47,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,683,790,46807,12,0,-0.5971,0.0436,1,0,NORMAL
7540.35,UPI,PNB,STRIPE,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,404,536,197478,3,0,-0.3968,0.0664,1,0,REFUND_UNCERTAINTY
4274.04,WALLET,PNB,STRIPE,PENDING,SUCCESS,FAILED,FAILED,FAILED,DELIVERED,FAILED,0,1,FAILED,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,63916,70509,39907,1,2,-0.1096,0.0531,1,0,UNRESOLVED
421.72,CREDIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,3,ON_HOLD,NONE,NONE,444,601,15725,2,0,-0.6166,0.0423,1,0,MISSING_WEBHOOK
812.13,DEBIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,49533,50581,180335,2,0,0.6919,0.0308,1,0,DELAYED_CONFIRMATION
435.89,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,2,ON_HOLD,NONE,NONE,324,552,254020,9,0,-0.6037,0.047,1,0,MISSING_WEBHOOK
7909.73,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,523,766,2317,12,0,-0.3672,0.0681,1,0,NORMAL
3344.08,EMI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,445,557,49595,12,0,-0.0445,0.0446,1,0,NORMAL
1159.0,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,328,448,77564,23,0,0.7831,0.0372,1,0,REFUND_UNCERTAINTY
1646.2,UPI,KOTAK,CASHFREE,SUCCESS,TIMED_OUT,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,1330,50137,195747,2,0,-0.4121,0.0239,1,0,BANK_DEBIT_GATEWAY_FAILURE
552.09,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,488,572,140177,23,0,0.1502,0.0346,1,0,NORMAL
292.21,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,487,593,109210,13,0,-0.5942,0.0274,1,0,NORMAL
1036.9,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,453,627,98035,0,0,0.5952,0.0341,1,0,NORMAL
789.51,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,672,794,238676,5,0,0.2146,0.0283,1,0,NORMAL
26150.33,UPI,KOTAK,RAZORPAY,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,1020,84176,113447,10,0,1.092,0.0732,1,0,BANK_DEBIT_GATEWAY_FAILURE
1822.11,DEBIT_CARD,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,DROPPED,404,2,ON_HOLD,NONE,NONE,186,381,181560,8,0,-0.3492,0.0172,1,0,MISSING_WEBHOOK
323.12,CREDIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,449,649,244569,7,0,-0.7063,0.0596,1,0,NORMAL
2176.04,CREDIT_CARD,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,631,701,235925,10,0,-0.2228,0.0134,1,0,NORMAL
305.87,CREDIT_CARD,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,323944,326187,230788,10,0,-0.5752,0.0399,1,0,ORDER_PAYMENT_CONFLICT
716.31,CREDIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,253,548,124698,3,3,-0.8508,0.0611,1,1,DUPLICATE_PAYMENT
1440.51,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,1,SETTLED,NONE,NONE,85710,87285,240661,12,0,0.3096,0.0449,1,0,DELAYED_CONFIRMATION
570.15,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,713,874,16308,0,2,-0.4817,0.0477,1,1,DUPLICATE_PAYMENT
26413.19,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,478,731,163090,13,0,1.1131,0.0766,1,0,NORMAL
2867.99,DEBIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,181,315,24981,22,0,0.5095,0.0545,1,0,NORMAL
543.74,DEBIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,86960,89402,236670,14,0,0.1328,0.0486,1,0,DELAYED_CONFIRMATION
230.56,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,614,882,101042,20,0,-0.5197,0.0402,1,0,NORMAL
13129.04,UPI,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,547,766,200073,18,0,0.0503,0.0687,1,0,NORMAL
780.64,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,200,496,217862,2,2,0.201,0.0223,1,1,DUPLICATE_PAYMENT
213.18,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,345,551,91126,1,0,-0.4924,0.0448,1,0,NORMAL
2009.48,DEBIT_CARD,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,491,705,145112,15,0,0.0576,0.0512,1,0,NORMAL
2134.61,UPI,KOTAK,STRIPE,SUCCESS,TIMED_OUT,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,910,72942,209882,4,0,0.1235,0.0547,1,0,BANK_DEBIT_GATEWAY_FAILURE
737.11,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,DROPPED,0,5,ON_HOLD,NONE,NONE,252,350,175547,16,0,0.755,0.0338,1,0,MISSING_WEBHOOK
222.03,DEBIT_CARD,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,393,624,248309,9,0,-0.4714,0.0468,1,0,NORMAL
686.0,DEBIT_CARD,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,469,555,141649,8,0,0.4292,0.0376,1,0,NORMAL
643.81,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,307,485,241622,1,0,0.3413,0.0377,1,0,NORMAL
657.24,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,409,495,239149,0,0,-0.4025,0.0459,1,0,NORMAL
724.2,NET_BANKING,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,642,894,110880,6,0,-0.6188,0.0555,1,0,NORMAL
218.11,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,DROPPED,500,4,PENDING,NONE,NONE,621,864,333,1,0,-0.4807,0.0355,1,0,MISSING_WEBHOOK
685.41,CREDIT_CARD,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,466,735,95122,6,0,0.0545,0.0383,1,0,NORMAL
